Data;Wojewodztwo;Liczba wykonanych testów
31.07.2020;Kujawsko-Pomorskie;1086
31.07.2020;Lubelskie;1203
31.07.2020;Lubuskie;244
31.07.2020;Łódzkie;1646
31.07.2020;Małopolskie;2189
31.07.2020;Mazowieckie;4854
31.07.2020;Opolskie;233
31.07.2020;Podkarpackie;563
31.07.2020;Podlaskie;776
31.07.2020;Pomorskie;1925
31.07.2020;Śląskie;3116
31.07.2020;Świętokrzyskie;688
31.07.2020;Warmińsko-Mazurskie;489
31.07.2020;Wielkopolskie;2060
31.07.2020;Zachodniopomorskie;1122
01.08.2020;Dolnośląskie;1557
01.08.2020;Kujawsko-Pomorskie;999
01.08.2020;Lubelskie;909
01.08.2020;Lubuskie;192
01.08.2020;Łódzkie;1305
01.08.2020;Małopolskie;2679
01.08.2020;Mazowieckie;2744
01.08.2020;Opolskie;191
01.08.2020;Podkarpackie;371
01.08.2020;Podlaskie;364
01.08.2020;Pomorskie;1554
01.08.2020;Śląskie;2554
01.08.2020;Świętokrzyskie;342
01.08.2020;Warmińsko-Mazurskie;431
01.08.2020;Wielkopolskie;1703
01.08.2020;Zachodniopomorskie;1078
02.08.2020;Dolnośląskie;498
02.08.2020;Kujawsko-Pomorskie;637
02.08.2020;Lubelskie;426
02.08.2020;Lubuskie;189
02.08.2020;Łódzkie;640
02.08.2020;Małopolskie;2214
02.08.2020;Mazowieckie;2794
02.08.2020;Opolskie;187
02.08.2020;Podkarpackie;271
02.08.2020;Podlaskie;175
02.08.2020;Pomorskie;903
02.08.2020;Śląskie;1120
02.08.2020;Świętokrzyskie;273
02.08.2020;Warmińsko-Mazurskie;154
02.08.2020;Wielkopolskie;1577
02.08.2020;Zachodniopomorskie;771
03.08.2020;Dolnośląskie;1457
03.08.2020;Kujawsko-Pomorskie;968
03.08.2020;Lubelskie;782
03.08.2020;Lubuskie;107
03.08.2020;Łódzkie;1353
03.08.2020;Małopolskie;1592
03.08.2020;Mazowieckie;2030
03.08.2020;Opolskie;218
03.08.2020;Podkarpackie;185
03.08.2020;Podlaskie;596
03.08.2020;Pomorskie;1059
03.08.2020;Śląskie;1788
03.08.2020;Świętokrzyskie;402
03.08.2020;Warmińsko-Mazurskie;430
03.08.2020;Wielkopolskie;1535
03.08.2020;Zachodniopomorskie;1036
04.08.2020;Dolnośląskie;1966
04.08.2020;Kujawsko-Pomorskie;1158
04.08.2020;Lubelskie;1023
04.08.2020;Lubuskie;143
04.08.2020;Łódzkie;2148
04.08.2020;Małopolskie;2444
04.08.2020;Mazowieckie;4873
04.08.2020;Opolskie;299
04.08.2020;Podkarpackie;530
04.08.2020;Podlaskie;590
04.08.2020;Pomorskie;1868
04.08.2020;Śląskie;3770
04.08.2020;Świętokrzyskie;498
04.08.2020;Warmińsko-Mazurskie;753
04.08.2020;Wielkopolskie;1380
04.08.2020;Zachodniopomorskie;1464
05.08.2020;Dolnośląskie;2049
05.08.2020;Kujawsko-Pomorskie;1143
05.08.2020;Lubelskie;1055
05.08.2020;Lubuskie;175
05.08.2020;Łódzkie;2007
05.08.2020;Małopolskie;3534
05.08.2020;Mazowieckie;5195
05.08.2020;Opolskie;295
05.08.2020;Podkarpackie;367
05.08.2020;Podlaskie;515
05.08.2020;Pomorskie;1626
05.08.2020;Śląskie;4529
05.08.2020;Świętokrzyskie;443
05.08.2020;Warmińsko-Mazurskie;463
05.08.2020;Wielkopolskie;2356
05.08.2020;Zachodniopomorskie;1821
06.08.2020;Dolnośląskie;877
06.08.2020;Kujawsko-Pomorskie;648
06.08.2020;Lubelskie;257
06.08.2020;Lubuskie;41
06.08.2020;Łódzkie;918
06.08.2020;Małopolskie;1641
06.08.2020;Mazowieckie;3152
06.08.2020;Opolskie;53
06.08.2020;Podkarpackie;469
06.08.2020;Podlaskie;315
06.08.2020;Pomorskie;961
06.08.2020;Śląskie;3408
06.08.2020;Świętokrzyskie;159
06.08.2020;Warmińsko-Mazurskie;223
06.08.2020;Wielkopolskie;1550
06.08.2020;Zachodniopomorskie;1090
07.08.2020;Dolnośląskie;2083
07.08.2020;Kujawsko-Pomorskie;1185
07.08.2020;Lubelskie;838
07.08.2020;Lubuskie;311
07.08.2020;Łódzkie;1343
07.08.2020;Małopolskie;2413
07.08.2020;Mazowieckie;5898
07.08.2020;Opolskie;262
07.08.2020;Podkarpackie;586
07.08.2020;Podlaskie;502
07.08.2020;Pomorskie;1827
07.08.2020;Śląskie;4700
07.08.2020;Świętokrzyskie;362
07.08.2020;Warmińsko-Mazurskie;549
07.08.2020;Wielkopolskie;2268
07.08.2020;Zachodniopomorskie;993
08.08.2020;Dolnośląskie;1664
08.08.2020;Kujawsko-Pomorskie;985
08.08.2020;Lubelskie;1215
08.08.2020;Lubuskie;395
08.08.2020;Łódzkie;1644
08.08.2020;Małopolskie;3174
08.08.2020;Mazowieckie;4574
08.08.2020;Opolskie;274
08.08.2020;Podkarpackie;383
08.08.2020;Podlaskie;489
08.08.2020;Pomorskie;1735
08.08.2020;Śląskie;2112
08.08.2020;Świętokrzyskie;504
08.08.2020;Warmińsko-Mazurskie;400
08.08.2020;Wielkopolskie;2033
08.08.2020;Zachodniopomorskie;1033
09.08.2020;Dolnośląskie;1060
09.08.2020;Kujawsko-Pomorskie;886
09.08.2020;Lubelskie;725
09.08.2020;Lubuskie;211
09.08.2020;Łódzkie;1242
09.08.2020;Małopolskie;3256
09.08.2020;Mazowieckie;3270
09.08.2020;Opolskie;257
09.08.2020;Podkarpackie;736
09.08.2020;Podlaskie;347
09.08.2020;Pomorskie;1689
09.08.2020;Śląskie;3141
09.08.2020;Świętokrzyskie;453
09.08.2020;Warmińsko-Mazurskie;416
09.08.2020;Wielkopolskie;1672
09.08.2020;Zachodniopomorskie;1120
10.08.2020;Dolnośląskie;1650
10.08.2020;Kujawsko-Pomorskie;771
10.08.2020;Lubelskie;568
10.08.2020;Lubuskie;174
10.08.2020;Łódzkie;1419
10.08.2020;Małopolskie;1565
10.08.2020;Mazowieckie;3203
10.08.2020;Opolskie;186
10.08.2020;Podkarpackie;170
10.08.2020;Podlaskie;452
10.08.2020;Pomorskie;1365
10.08.2020;Śląskie;2915
10.08.2020;Świętokrzyskie;199
10.08.2020;Warmińsko-Mazurskie;395
10.08.2020;Wielkopolskie;1291
10.08.2020;Zachodniopomorskie;740
11.08.2020;Dolnośląskie;1876
11.08.2020;Kujawsko-Pomorskie;1167
11.08.2020;Lubelskie;916
11.08.2020;Lubuskie;240
11.08.2020;Łódzkie;2027
11.08.2020;Małopolskie;1515
11.08.2020;Mazowieckie;3861
11.08.2020;Opolskie;295
11.08.2020;Podkarpackie;409
11.08.2020;Podlaskie;517
11.08.2020;Pomorskie;1914
11.08.2020;Śląskie;3644
11.08.2020;Świętokrzyskie;611
11.08.2020;Warmińsko-Mazurskie;628
11.08.2020;Wielkopolskie;1897
11.08.2020;Zachodniopomorskie;1215
12.08.2020;Dolnośląskie;1982
12.08.2020;Kujawsko-Pomorskie;1307
12.08.2020;Lubelskie;1033
12.08.2020;Lubuskie;228
12.08.2020;Łódzkie;1966
12.08.2020;Małopolskie;2519
12.08.2020;Mazowieckie;5062
12.08.2020;Opolskie;324
12.08.2020;Podkarpackie;679
12.08.2020;Podlaskie;480
12.08.2020;Pomorskie;2233
12.08.2020;Śląskie;3990
12.08.2020;Świętokrzyskie;670
12.08.2020;Warmińsko-Mazurskie;641
12.08.2020;Wielkopolskie;2168
12.08.2020;Zachodniopomorskie;1308
13.08.2020;Dolnośląskie;1978
13.08.2020;Kujawsko-Pomorskie;1189
13.08.2020;Lubelskie;877
13.08.2020;Lubuskie;209
13.08.2020;Łódzkie;1494
13.08.2020;Małopolskie;3054
13.08.2020;Mazowieckie;4874
13.08.2020;Opolskie;262
13.08.2020;Podkarpackie;519
13.08.2020;Podlaskie;435
13.08.2020;Pomorskie;2261
13.08.2020;Śląskie;3426
13.08.2020;Świętokrzyskie;481
13.08.2020;Warmińsko-Mazurskie;699
13.08.2020;Wielkopolskie;1903
13.08.2020;Zachodniopomorskie;1357
14.08.2020;Dolnośląskie;2068
14.08.2020;Kujawsko-Pomorskie;1156
14.08.2020;Lubelskie;944
14.08.2020;Lubuskie;199
14.08.2020;Łódzkie;1715
14.08.2020;Małopolskie;2359
14.08.2020;Mazowieckie;5836
14.08.2020;Opolskie;298
14.08.2020;Podkarpackie;595
14.08.2020;Podlaskie;507
14.08.2020;Pomorskie;2330
14.08.2020;Śląskie;3099
14.08.2020;Świętokrzyskie;551
14.08.2020;Warmińsko-Mazurskie;642
14.08.2020;Wielkopolskie;2218
14.08.2020;Zachodniopomorskie;1117
15.08.2020;Dolnośląskie;1636
15.08.2020;Kujawsko-Pomorskie;1110
15.08.2020;Lubelskie;921
15.08.2020;Lubuskie;257
15.08.2020;Łódzkie;1491
15.08.2020;Małopolskie;2823
15.08.2020;Mazowieckie;3618
15.08.2020;Opolskie;296
15.08.2020;Podkarpackie;437
15.08.2020;Podlaskie;348
15.08.2020;Pomorskie;2179
15.08.2020;Śląskie;2244
15.08.2020;Świętokrzyskie;682
15.08.2020;Warmińsko-Mazurskie;534
15.08.2020;Wielkopolskie;1955
15.08.2020;Zachodniopomorskie;1023
16.08.2020;Dolnośląskie;1334
16.08.2020;Kujawsko-Pomorskie;947
16.08.2020;Lubelskie;458
16.08.2020;Lubuskie;177
16.08.2020;Łódzkie;709
16.08.2020;Małopolskie;1794
16.08.2020;Mazowieckie;2690
16.08.2020;Opolskie;325
16.08.2020;Podkarpackie;186
16.08.2020;Podlaskie;262
16.08.2020;Pomorskie;1811
16.08.2020;Śląskie;1834
16.08.2020;Świętokrzyskie;176
16.08.2020;Warmińsko-Mazurskie;306
16.08.2020;Wielkopolskie;1019
16.08.2020;Zachodniopomorskie;619
17.08.2020;Dolnośląskie;912
17.08.2020;Kujawsko-Pomorskie;940
17.08.2020;Lubelskie;438
17.08.2020;Lubuskie;216
17.08.2020;Łódzkie;1726
17.08.2020;Małopolskie;1929
17.08.2020;Mazowieckie;1544
17.08.2020;Opolskie;272
17.08.2020;Podkarpackie;349
17.08.2020;Podlaskie;542
17.08.2020;Pomorskie;1781
17.08.2020;Śląskie;1702
17.08.2020;Świętokrzyskie;295
17.08.2020;Warmińsko-Mazurskie;654
17.08.2020;Wielkopolskie;1213
17.08.2020;Zachodniopomorskie;940
18.08.2020;Dolnośląskie;1833
18.08.2020;Kujawsko-Pomorskie;1441
18.08.2020;Lubelskie;1078
18.08.2020;Lubuskie;225
18.08.2020;Łódzkie;2147
18.08.2020;Małopolskie;2510
18.08.2020;Mazowieckie;4498
18.08.2020;Opolskie;209
18.08.2020;Podkarpackie;351
18.08.2020;Podlaskie;514
18.08.2020;Pomorskie;2628
18.08.2020;Śląskie;3707
18.08.2020;Świętokrzyskie;401
18.08.2020;Warmińsko-Mazurskie;473
18.08.2020;Wielkopolskie;1629
18.08.2020;Zachodniopomorskie;1398
19.08.2020;Dolnośląskie;2469
19.08.2020;Kujawsko-Pomorskie;1608
19.08.2020;Lubelskie;1082
19.08.2020;Lubuskie;206
19.08.2020;Łódzkie;1993
19.08.2020;Małopolskie;2842
19.08.2020;Mazowieckie;5487
19.08.2020;Opolskie;260
19.08.2020;Podkarpackie;380
19.08.2020;Podlaskie;471
19.08.2020;Pomorskie;2633
19.08.2020;Śląskie;3985
19.08.2020;Świętokrzyskie;661
19.08.2020;Warmińsko-Mazurskie;850
19.08.2020;Wielkopolskie;2734
19.08.2020;Zachodniopomorskie;1659
20.08.2020;Dolnośląskie;2397
20.08.2020;Kujawsko-Pomorskie;1700
20.08.2020;Lubelskie;743
20.08.2020;Lubuskie;236
20.08.2020;Łódzkie;2091
20.08.2020;Małopolskie;2925
20.08.2020;Mazowieckie;5638
20.08.2020;Opolskie;397
20.08.2020;Podkarpackie;352
20.08.2020;Podlaskie;468
20.08.2020;Pomorskie;2295
20.08.2020;Śląskie;3813
20.08.2020;Świętokrzyskie;698
20.08.2020;Warmińsko-Mazurskie;691
20.08.2020;Wielkopolskie;2159
20.08.2020;Zachodniopomorskie;1349
21.08.2020;Dolnośląskie;2483
21.08.2020;Kujawsko-Pomorskie;1397
21.08.2020;Lubelskie;898
21.08.2020;Lubuskie;245
21.08.2020;Łódzkie;2104
21.08.2020;Małopolskie;2569
21.08.2020;Mazowieckie;4534
21.08.2020;Opolskie;298
21.08.2020;Podkarpackie;769
21.08.2020;Podlaskie;543
21.08.2020;Pomorskie;2641
21.08.2020;Śląskie;3385
21.08.2020;Świętokrzyskie;482
21.08.2020;Warmińsko-Mazurskie;601
21.08.2020;Wielkopolskie;2456
21.08.2020;Zachodniopomorskie;1226
22.08.2020;Dolnośląskie;2146
22.08.2020;Kujawsko-Pomorskie;1305
22.08.2020;Lubelskie;1058
22.08.2020;Lubuskie;286
22.08.2020;Łódzkie;1929
22.08.2020;Małopolskie;3133
22.08.2020;Mazowieckie;5131
22.08.2020;Opolskie;275
22.08.2020;Podkarpackie;282
22.08.2020;Podlaskie;330
22.08.2020;Pomorskie;2452
22.08.2020;Śląskie;3349
22.08.2020;Świętokrzyskie;540
22.08.2020;Warmińsko-Mazurskie;643
22.08.2020;Wielkopolskie;2121
22.08.2020;Zachodniopomorskie;1301
23.08.2020;Dolnośląskie;1550
23.08.2020;Kujawsko-Pomorskie;1166
23.08.2020;Lubelskie;738
23.08.2020;Lubuskie;187
23.08.2020;Łódzkie;643
23.08.2020;Małopolskie;2275
23.08.2020;Mazowieckie;3837
23.08.2020;Opolskie;321
23.08.2020;Podkarpackie;412
23.08.2020;Podlaskie;279
23.08.2020;Pomorskie;1658
23.08.2020;Śląskie;1553
23.08.2020;Świętokrzyskie;515
23.08.2020;Warmińsko-Mazurskie;532
23.08.2020;Wielkopolskie;1778
23.08.2020;Zachodniopomorskie;824
24.08.2020;Dolnośląskie;1074
24.08.2020;Kujawsko-Pomorskie;1383
24.08.2020;Lubelskie;475
24.08.2020;Lubuskie;233
24.08.2020;Łódzkie;1670
24.08.2020;Małopolskie;1485
24.08.2020;Mazowieckie;3090
24.08.2020;Opolskie;240
24.08.2020;Podkarpackie;345
24.08.2020;Podlaskie;871
24.08.2020;Pomorskie;1857
24.08.2020;Śląskie;2088
24.08.2020;Świętokrzyskie;365
24.08.2020;Warmińsko-Mazurskie;200
24.08.2020;Wielkopolskie;1658
24.08.2020;Zachodniopomorskie;775
25.08.2020;Dolnośląskie;1747
25.08.2020;Kujawsko-Pomorskie;1809
25.08.2020;Lubelskie;1065
25.08.2020;Lubuskie;267
25.08.2020;Łódzkie;2097
25.08.2020;Małopolskie;1927
25.08.2020;Mazowieckie;4684
25.08.2020;Opolskie;367
25.08.2020;Podkarpackie;342
25.08.2020;Podlaskie;615
25.08.2020;Pomorskie;2456
25.08.2020;Śląskie;3507
25.08.2020;Świętokrzyskie;553
25.08.2020;Warmińsko-Mazurskie;914
25.08.2020;Wielkopolskie;1342
25.08.2020;Zachodniopomorskie;1264
26.08.2020;Dolnośląskie;1749
26.08.2020;Kujawsko-Pomorskie;1632
26.08.2020;Lubelskie;1071
26.08.2020;Lubuskie;265
26.08.2020;Łódzkie;2388
26.08.2020;Małopolskie;2930
26.08.2020;Mazowieckie;5920
26.08.2020;Opolskie;364
26.08.2020;Podkarpackie;616
26.08.2020;Podlaskie;563
26.08.2020;Pomorskie;3234
26.08.2020;Śląskie;3836
26.08.2020;Świętokrzyskie;753
26.08.2020;Warmińsko-Mazurskie;611
26.08.2020;Wielkopolskie;2195
26.08.2020;Zachodniopomorskie;1434
27.08.2020;Dolnośląskie;1970
27.08.2020;Kujawsko-Pomorskie;1519
27.08.2020;Lubelskie;1072
27.08.2020;Lubuskie;250
27.08.2020;Łódzkie;1991
27.08.2020;Małopolskie;3117
27.08.2020;Mazowieckie;5729
27.08.2020;Opolskie;241
27.08.2020;Podkarpackie;506
27.08.2020;Podlaskie;485
27.08.2020;Pomorskie;2820
27.08.2020;Śląskie;3350
27.08.2020;Świętokrzyskie;921
27.08.2020;Warmińsko-Mazurskie;632
27.08.2020;Wielkopolskie;1759
27.08.2020;Zachodniopomorskie;1263
28.08.2020;Dolnośląskie;1888
28.08.2020;Kujawsko-Pomorskie;1283
28.08.2020;Lubelskie;823
28.08.2020;Lubuskie;267
28.08.2020;Łódzkie;1931
28.08.2020;Małopolskie;2596
28.08.2020;Mazowieckie;5543
28.08.2020;Opolskie;300
28.08.2020;Podkarpackie;419
28.08.2020;Podlaskie;625
28.08.2020;Pomorskie;2506
28.08.2020;Śląskie;3746
28.08.2020;Świętokrzyskie;742
28.08.2020;Warmińsko-Mazurskie;490
28.08.2020;Wielkopolskie;2774
28.08.2020;Zachodniopomorskie;1225
29.08.2020;Dolnośląskie;1511
29.08.2020;Kujawsko-Pomorskie;1180
29.08.2020;Lubelskie;1001
29.08.2020;Lubuskie;323
29.08.2020;Łódzkie;1717
29.08.2020;Małopolskie;3168
29.08.2020;Mazowieckie;5245
29.08.2020;Opolskie;256
29.08.2020;Podkarpackie;392
29.08.2020;Podlaskie;249
29.08.2020;Pomorskie;2163
29.08.2020;Śląskie;3293
29.08.2020;Świętokrzyskie;797
29.08.2020;Warmińsko-Mazurskie;422
29.08.2020;Wielkopolskie;2580
29.08.2020;Zachodniopomorskie;1366
30.08.2020;Dolnośląskie;1093
30.08.2020;Kujawsko-Pomorskie;614
30.08.2020;Lubelskie;670
30.08.2020;Lubuskie;236
30.08.2020;Łódzkie;836
30.08.2020;Małopolskie;1942
30.08.2020;Mazowieckie;1901
30.08.2020;Opolskie;225
30.08.2020;Podkarpackie;426
30.08.2020;Podlaskie;273
30.08.2020;Pomorskie;1675
30.08.2020;Śląskie;1854
30.08.2020;Świętokrzyskie;389
30.08.2020;Warmińsko-Mazurskie;323
30.08.2020;Wielkopolskie;1501
30.08.2020;Zachodniopomorskie;777
31.08.2020;Dolnośląskie;997
31.08.2020;Kujawsko-Pomorskie;562
31.08.2020;Lubelskie;645
31.08.2020;Lubuskie;270
31.08.2020;Łódzkie;1610
31.08.2020;Małopolskie;1146
31.08.2020;Mazowieckie;2655
31.08.2020;Opolskie;184
31.08.2020;Podkarpackie;278
31.08.2020;Podlaskie;664
31.08.2020;Pomorskie;1328
31.08.2020;Śląskie;1943
31.08.2020;Świętokrzyskie;288
31.08.2020;Warmińsko-Mazurskie;290
31.08.2020;Wielkopolskie;1541
31.08.2020;Zachodniopomorskie;851
01.09.2020;Dolnośląskie;1737
01.09.2020;Kujawsko-Pomorskie;1366
01.09.2020;Lubelskie;1045
01.09.2020;Lubuskie;409
01.09.2020;Łódzkie;1945
01.09.2020;Małopolskie;2197
01.09.2020;Mazowieckie;4511
01.09.2020;Opolskie;321
01.09.2020;Podkarpackie;599
01.09.2020;Podlaskie;618
01.09.2020;Pomorskie;2539
01.09.2020;Śląskie;3655
01.09.2020;Świętokrzyskie;717
01.09.2020;Warmińsko-Mazurskie;569
01.09.2020;Wielkopolskie;1855
01.09.2020;Zachodniopomorskie;1206
02.09.2020;Dolnośląskie;1916
02.09.2020;Kujawsko-Pomorskie;1179
02.09.2020;Lubelskie;1012
02.09.2020;Lubuskie;406
02.09.2020;Łódzkie;2262
02.09.2020;Małopolskie;2905
02.09.2020;Mazowieckie;4597
02.09.2020;Opolskie;284
02.09.2020;Podkarpackie;206
02.09.2020;Podlaskie;606
02.09.2020;Pomorskie;2904
02.09.2020;Śląskie;3031
02.09.2020;Świętokrzyskie;730
02.09.2020;Warmińsko-Mazurskie;665
02.09.2020;Wielkopolskie;2003
02.09.2020;Zachodniopomorskie;1326
03.09.2020;Dolnośląskie;2179
03.09.2020;Kujawsko-Pomorskie;1149
03.09.2020;Lubelskie;880
03.09.2020;Lubuskie;437
03.09.2020;Łódzkie;1557
03.09.2020;Małopolskie;2484
03.09.2020;Mazowieckie;4816
03.09.2020;Opolskie;214
03.09.2020;Podkarpackie;835
03.09.2020;Podlaskie;442
03.09.2020;Pomorskie;2109
03.09.2020;Śląskie;2769
03.09.2020;Świętokrzyskie;677
03.09.2020;Warmińsko-Mazurskie;346
03.09.2020;Wielkopolskie;2082
03.09.2020;Zachodniopomorskie;1493
04.09.2020;Dolnośląskie;1786
04.09.2020;Kujawsko-Pomorskie;1191
04.09.2020;Lubelskie;818
04.09.2020;Lubuskie;274
04.09.2020;Łódzkie;1736
04.09.2020;Małopolskie;2140
04.09.2020;Mazowieckie;4338
04.09.2020;Opolskie;287
04.09.2020;Podkarpackie;357
04.09.2020;Podlaskie;527
04.09.2020;Pomorskie;2099
04.09.2020;Śląskie;2809
04.09.2020;Świętokrzyskie;508
04.09.2020;Warmińsko-Mazurskie;474
04.09.2020;Wielkopolskie;1439
04.09.2020;Zachodniopomorskie;751
05.09.2020;Dolnośląskie;1917
05.09.2020;Kujawsko-Pomorskie;1101
05.09.2020;Lubelskie;890
05.09.2020;Lubuskie;224
05.09.2020;Łódzkie;1505
05.09.2020;Małopolskie;2184
05.09.2020;Mazowieckie;3773
05.09.2020;Opolskie;295
05.09.2020;Podkarpackie;151
05.09.2020;Podlaskie;374
05.09.2020;Pomorskie;2404
05.09.2020;Śląskie;2311
05.09.2020;Świętokrzyskie;807
05.09.2020;Warmińsko-Mazurskie;470
05.09.2020;Wielkopolskie;2254
05.09.2020;Zachodniopomorskie;975
06.09.2020;Dolnośląskie;1436
06.09.2020;Kujawsko-Pomorskie;936
06.09.2020;Lubelskie;540
06.09.2020;Lubuskie;227
06.09.2020;Łódzkie;568
06.09.2020;Małopolskie;1601
06.09.2020;Mazowieckie;2581
06.09.2020;Opolskie;157
06.09.2020;Podkarpackie;129
06.09.2020;Podlaskie;230
06.09.2020;Pomorskie;1529
06.09.2020;Śląskie;1330
06.09.2020;Świętokrzyskie;335
06.09.2020;Warmińsko-Mazurskie;248
06.09.2020;Wielkopolskie;982
06.09.2020;Zachodniopomorskie;656
07.09.2020;Dolnośląskie;699
07.09.2020;Kujawsko-Pomorskie;742
07.09.2020;Lubelskie;325
07.09.2020;Lubuskie;257
07.09.2020;Łódzkie;1493
07.09.2020;Małopolskie;910
07.09.2020;Mazowieckie;1891
07.09.2020;Opolskie;161
07.09.2020;Podkarpackie;75
07.09.2020;Podlaskie;567
07.09.2020;Pomorskie;1190
07.09.2020;Śląskie;1673
07.09.2020;Świętokrzyskie;199
07.09.2020;Warmińsko-Mazurskie;204
07.09.2020;Wielkopolskie;655
07.09.2020;Zachodniopomorskie;545
08.09.2020;Dolnośląskie;1613
08.09.2020;Kujawsko-Pomorskie;1408
08.09.2020;Lubelskie;968
08.09.2020;Lubuskie;254
08.09.2020;Łódzkie;1687
08.09.2020;Małopolskie;1885
08.09.2020;Mazowieckie;3837
08.09.2020;Opolskie;300
08.09.2020;Podkarpackie;238
08.09.2020;Podlaskie;574
08.09.2020;Pomorskie;1786
08.09.2020;Śląskie;2826
08.09.2020;Świętokrzyskie;528
08.09.2020;Warmińsko-Mazurskie;417
08.09.2020;Wielkopolskie;1568
08.09.2020;Zachodniopomorskie;1203
09.09.2020;Dolnośląskie;1983
09.09.2020;Kujawsko-Pomorskie;1229
09.09.2020;Lubelskie;843
09.09.2020;Lubuskie;256
09.09.2020;Łódzkie;1366
09.09.2020;Małopolskie;1992
09.09.2020;Mazowieckie;4487
09.09.2020;Opolskie;340
09.09.2020;Podkarpackie;192
09.09.2020;Podlaskie;575
09.09.2020;Pomorskie;2149
09.09.2020;Śląskie;2662
09.09.2020;Świętokrzyskie;515
09.09.2020;Warmińsko-Mazurskie;573
09.09.2020;Wielkopolskie;1983
09.09.2020;Zachodniopomorskie;1216
10.09.2020;Dolnośląskie;1789
10.09.2020;Kujawsko-Pomorskie;1166
10.09.2020;Lubelskie;743
10.09.2020;Lubuskie;279
10.09.2020;Łódzkie;1278
10.09.2020;Małopolskie;1634
10.09.2020;Mazowieckie;3940
10.09.2020;Opolskie;225
10.09.2020;Podkarpackie;271
10.09.2020;Podlaskie;465
10.09.2020;Pomorskie;1971
10.09.2020;Śląskie;2360
10.09.2020;Świętokrzyskie;667
10.09.2020;Warmińsko-Mazurskie;515
10.09.2020;Wielkopolskie;2019
10.09.2020;Zachodniopomorskie;1104
11.09.2020;Dolnośląskie;1896
11.09.2020;Kujawsko-Pomorskie;1269
11.09.2020;Lubelskie;669
11.09.2020;Lubuskie;209
11.09.2020;Łódzkie;1338
11.09.2020;Małopolskie;1436
11.09.2020;Mazowieckie;4010
11.09.2020;Opolskie;163
11.09.2020;Podkarpackie;276
11.09.2020;Podlaskie;563
11.09.2020;Pomorskie;1778
11.09.2020;Śląskie;2293
11.09.2020;Świętokrzyskie;389
11.09.2020;Warmińsko-Mazurskie;516
11.09.2020;Wielkopolskie;1873
11.09.2020;Zachodniopomorskie;952
12.09.2020;Dolnośląskie;1689
12.09.2020;Kujawsko-Pomorskie;1277
12.09.2020;Lubelskie;934
12.09.2020;Lubuskie;175
12.09.2020;Łódzkie;1274
12.09.2020;Małopolskie;2021
12.09.2020;Mazowieckie;4167
12.09.2020;Opolskie;424
12.09.2020;Podkarpackie;165
12.09.2020;Podlaskie;195
12.09.2020;Pomorskie;1945
12.09.2020;Śląskie;1999
12.09.2020;Świętokrzyskie;586
12.09.2020;Warmińsko-Mazurskie;315
12.09.2020;Wielkopolskie;2245
12.09.2020;Zachodniopomorskie;965
13.09.2020;Dolnośląskie;993
13.09.2020;Kujawsko-Pomorskie;968
13.09.2020;Lubelskie;588
13.09.2020;Lubuskie;143
13.09.2020;Łódzkie;356
13.09.2020;Małopolskie;1226
13.09.2020;Mazowieckie;2157
13.09.2020;Opolskie;193
13.09.2020;Podkarpackie;129
13.09.2020;Podlaskie;267
13.09.2020;Pomorskie;1710
13.09.2020;Śląskie;1541
13.09.2020;Świętokrzyskie;356
13.09.2020;Warmińsko-Mazurskie;304
13.09.2020;Wielkopolskie;1205
13.09.2020;Zachodniopomorskie;710
14.09.2020;Dolnośląskie;638
14.09.2020;Kujawsko-Pomorskie;882
14.09.2020;Lubelskie;268
14.09.2020;Lubuskie;182
14.09.2020;Łódzkie;1707
14.09.2020;Małopolskie;904
14.09.2020;Mazowieckie;2421
14.09.2020;Opolskie;176
14.09.2020;Podkarpackie;124
14.09.2020;Podlaskie;624
14.09.2020;Pomorskie;1202
14.09.2020;Śląskie;1760
14.09.2020;Świętokrzyskie;199
14.09.2020;Warmińsko-Mazurskie;307
14.09.2020;Wielkopolskie;1045
14.09.2020;Zachodniopomorskie;633
15.09.2020;Dolnośląskie;1490
15.09.2020;Kujawsko-Pomorskie;1671
15.09.2020;Lubelskie;833
15.09.2020;Lubuskie;251
15.09.2020;Łódzkie;1683
15.09.2020;Małopolskie;1600
15.09.2020;Mazowieckie;4244
15.09.2020;Opolskie;256
15.09.2020;Podkarpackie;298
15.09.2020;Podlaskie;470
15.09.2020;Pomorskie;1879
15.09.2020;Śląskie;2527
15.09.2020;Świętokrzyskie;551
15.09.2020;Warmińsko-Mazurskie;603
15.09.2020;Wielkopolskie;1736
15.09.2020;Zachodniopomorskie;1214
16.09.2020;Dolnośląskie;1644
16.09.2020;Kujawsko-Pomorskie;1676
16.09.2020;Lubelskie;1027
16.09.2020;Lubuskie;254
16.09.2020;Łódzkie;1581
16.09.2020;Małopolskie;2379
16.09.2020;Mazowieckie;3591
16.09.2020;Opolskie;265
16.09.2020;Podkarpackie;350
16.09.2020;Podlaskie;486
16.09.2020;Pomorskie;2236
16.09.2020;Śląskie;2523
16.09.2020;Świętokrzyskie;497
16.09.2020;Warmińsko-Mazurskie;490
16.09.2020;Wielkopolskie;1675
16.09.2020;Zachodniopomorskie;1103
17.09.2020;Dolnośląskie;1732
17.09.2020;Kujawsko-Pomorskie;1519
17.09.2020;Lubelskie;783
17.09.2020;Lubuskie;250
17.09.2020;Łódzkie;1218
17.09.2020;Małopolskie;2026
