Data;Wojewodztwo;Liczba wykonanych testów
24.04.2020;Zachodniopomorskie;400
25.04.2020;Dolnośląskie;871
25.04.2020;Kujawsko-Pomorskie;508
25.04.2020;Lubelskie;273
25.04.2020;Lubuskie;145
25.04.2020;Łódzkie;931
25.04.2020;Małopolskie;1432
25.04.2020;Mazowieckie;4640
25.04.2020;Opolskie;136
25.04.2020;Podkarpackie;372
25.04.2020;Podlaskie;176
25.04.2020;Pomorskie;1013
25.04.2020;Śląskie;768
25.04.2020;Świętokrzyskie;421
25.04.2020;Warmińsko-Mazurskie;440
25.04.2020;Wielkopolskie;995
25.04.2020;Zachodniopomorskie;291
26.04.2020;Dolnośląskie;201
26.04.2020;Kujawsko-Pomorskie;550
26.04.2020;Lubelskie;227
26.04.2020;Lubuskie;150
26.04.2020;Łódzkie;368
26.04.2020;Małopolskie;932
26.04.2020;Mazowieckie;3014
26.04.2020;Opolskie;92
26.04.2020;Podkarpackie;363
26.04.2020;Podlaskie;136
26.04.2020;Pomorskie;679
26.04.2020;Śląskie;864
26.04.2020;Świętokrzyskie;236
26.04.2020;Warmińsko-Mazurskie;185
26.04.2020;Wielkopolskie;812
26.04.2020;Zachodniopomorskie;204
27.04.2020;Dolnośląskie;345
27.04.2020;Kujawsko-Pomorskie;558
27.04.2020;Lubelskie;373
27.04.2020;Lubuskie;75
27.04.2020;Łódzkie;785
27.04.2020;Małopolskie;568
27.04.2020;Mazowieckie;2274
27.04.2020;Opolskie;72
27.04.2020;Podkarpackie;278
27.04.2020;Podlaskie;254
27.04.2020;Pomorskie;1095
27.04.2020;Śląskie;770
27.04.2020;Świętokrzyskie;552
27.04.2020;Warmińsko-Mazurskie;239
27.04.2020;Wielkopolskie;482
27.04.2020;Zachodniopomorskie;535
28.04.2020;Dolnośląskie;510
28.04.2020;Kujawsko-Pomorskie;1047
28.04.2020;Lubelskie;429
28.04.2020;Lubuskie;68
28.04.2020;Łódzkie;1106
28.04.2020;Małopolskie;1641
28.04.2020;Mazowieckie;5106
28.04.2020;Opolskie;96
28.04.2020;Podkarpackie;342
28.04.2020;Podlaskie;243
28.04.2020;Pomorskie;1245
28.04.2020;Śląskie;1076
28.04.2020;Świętokrzyskie;553
28.04.2020;Warmińsko-Mazurskie;606
28.04.2020;Wielkopolskie;1034
28.04.2020;Zachodniopomorskie;364
29.04.2020;Dolnośląskie;611
29.04.2020;Kujawsko-Pomorskie;592
29.04.2020;Lubelskie;553
29.04.2020;Lubuskie;64
29.04.2020;Łódzkie;780
29.04.2020;Małopolskie;1574
29.04.2020;Mazowieckie;3737
29.04.2020;Opolskie;72
29.04.2020;Podkarpackie;373
29.04.2020;Podlaskie;298
29.04.2020;Pomorskie;1396
29.04.2020;Śląskie;1384
29.04.2020;Świętokrzyskie;243
29.04.2020;Warmińsko-Mazurskie;522
29.04.2020;Wielkopolskie;1405
29.04.2020;Zachodniopomorskie;365
30.04.2020;Dolnośląskie;1280
30.04.2020;Kujawsko-Pomorskie;917
30.04.2020;Lubelskie;331
30.04.2020;Lubuskie;92
30.04.2020;Łódzkie;732
30.04.2020;Małopolskie;1211
30.04.2020;Mazowieckie;4003
30.04.2020;Opolskie;96
30.04.2020;Podkarpackie;490
30.04.2020;Podlaskie;281
30.04.2020;Pomorskie;1252
30.04.2020;Śląskie;1403
30.04.2020;Świętokrzyskie;306
30.04.2020;Warmińsko-Mazurskie;565
30.04.2020;Wielkopolskie;1347
30.04.2020;Zachodniopomorskie;505
01.05.2020;Dolnośląskie;1413
01.05.2020;Kujawsko-Pomorskie;573
01.05.2020;Lubelskie;628
01.05.2020;Lubuskie;110
01.05.2020;Łódzkie;1178
01.05.2020;Małopolskie;1396
01.05.2020;Mazowieckie;4308
01.05.2020;Opolskie;96
01.05.2020;Podkarpackie;425
01.05.2020;Podlaskie;278
01.05.2020;Pomorskie;1054
01.05.2020;Śląskie;1087
01.05.2020;Świętokrzyskie;293
01.05.2020;Warmińsko-Mazurskie;481
01.05.2020;Wielkopolskie;1039
01.05.2020;Zachodniopomorskie;323
02.05.2020;Dolnośląskie;797
02.05.2020;Kujawsko-Pomorskie;441
02.05.2020;Lubelskie;476
02.05.2020;Lubuskie;145
02.05.2020;Łódzkie;444
02.05.2020;Małopolskie;437
02.05.2020;Mazowieckie;1784
02.05.2020;Opolskie;48
02.05.2020;Podkarpackie;264
02.05.2020;Podlaskie;257
02.05.2020;Pomorskie;670
02.05.2020;Śląskie;1156
02.05.2020;Świętokrzyskie;307
02.05.2020;Warmińsko-Mazurskie;310
02.05.2020;Wielkopolskie;991
02.05.2020;Zachodniopomorskie;159
03.05.2020;Dolnośląskie;353
03.05.2020;Kujawsko-Pomorskie;318
03.05.2020;Lubelskie;446
03.05.2020;Lubuskie;106
03.05.2020;Łódzkie;539
03.05.2020;Małopolskie;309
03.05.2020;Mazowieckie;1445
03.05.2020;Opolskie;72
03.05.2020;Podkarpackie;236
03.05.2020;Podlaskie;198
03.05.2020;Pomorskie;815
03.05.2020;Śląskie;1214
03.05.2020;Świętokrzyskie;191
03.05.2020;Warmińsko-Mazurskie;237
03.05.2020;Wielkopolskie;699
03.05.2020;Zachodniopomorskie;161
04.05.2020;Dolnośląskie;415
04.05.2020;Kujawsko-Pomorskie;506
04.05.2020;Lubelskie;500
04.05.2020;Lubuskie;137
04.05.2020;Łódzkie;809
04.05.2020;Małopolskie;857
04.05.2020;Mazowieckie;1943
04.05.2020;Opolskie;61
04.05.2020;Podkarpackie;236
04.05.2020;Podlaskie;327
04.05.2020;Pomorskie;966
04.05.2020;Śląskie;844
04.05.2020;Świętokrzyskie;370
04.05.2020;Warmińsko-Mazurskie;234
04.05.2020;Wielkopolskie;449
04.05.2020;Zachodniopomorskie;268
05.05.2020;Dolnośląskie;1162
05.05.2020;Kujawsko-Pomorskie;890
05.05.2020;Lubelskie;674
05.05.2020;Lubuskie;120
05.05.2020;Łódzkie;1102
05.05.2020;Małopolskie;1417
05.05.2020;Mazowieckie;4975
05.05.2020;Opolskie;67
05.05.2020;Podkarpackie;379
05.05.2020;Podlaskie;377
05.05.2020;Pomorskie;1473
05.05.2020;Śląskie;1330
05.05.2020;Świętokrzyskie;253
05.05.2020;Warmińsko-Mazurskie;476
05.05.2020;Wielkopolskie;1016
05.05.2020;Zachodniopomorskie;420
06.05.2020;Dolnośląskie;936
06.05.2020;Kujawsko-Pomorskie;800
06.05.2020;Lubelskie;466
06.05.2020;Lubuskie;160
06.05.2020;Łódzkie;939
06.05.2020;Małopolskie;1084
06.05.2020;Mazowieckie;4404
06.05.2020;Opolskie;112
06.05.2020;Podkarpackie;277
06.05.2020;Podlaskie;372
06.05.2020;Pomorskie;1206
06.05.2020;Śląskie;1548
06.05.2020;Świętokrzyskie;199
06.05.2020;Warmińsko-Mazurskie;396
06.05.2020;Wielkopolskie;2322
06.05.2020;Zachodniopomorskie;554
07.05.2020;Dolnośląskie;825
07.05.2020;Kujawsko-Pomorskie;546
07.05.2020;Lubelskie;1021
07.05.2020;Lubuskie;191
07.05.2020;Łódzkie;825
07.05.2020;Małopolskie;1713
07.05.2020;Mazowieckie;4963
07.05.2020;Opolskie;155
07.05.2020;Podkarpackie;392
07.05.2020;Podlaskie;484
07.05.2020;Pomorskie;1242
07.05.2020;Śląskie;1388
07.05.2020;Świętokrzyskie;348
07.05.2020;Warmińsko-Mazurskie;574
07.05.2020;Wielkopolskie;2084
07.05.2020;Zachodniopomorskie;412
08.05.2020;Dolnośląskie;1433
08.05.2020;Kujawsko-Pomorskie;774
08.05.2020;Lubelskie;872
08.05.2020;Lubuskie;193
08.05.2020;Łódzkie;749
08.05.2020;Małopolskie;1889
08.05.2020;Mazowieckie;5527
08.05.2020;Opolskie;177
08.05.2020;Podkarpackie;280
08.05.2020;Podlaskie;359
08.05.2020;Pomorskie;1253
08.05.2020;Śląskie;1541
08.05.2020;Świętokrzyskie;368
08.05.2020;Warmińsko-Mazurskie;537
08.05.2020;Wielkopolskie;2556
08.05.2020;Zachodniopomorskie;455
09.05.2020;Dolnośląskie;1170
09.05.2020;Kujawsko-Pomorskie;709
09.05.2020;Lubelskie;735
09.05.2020;Lubuskie;131
09.05.2020;Łódzkie;777
09.05.2020;Małopolskie;1374
09.05.2020;Mazowieckie;4208
09.05.2020;Opolskie;153
09.05.2020;Podkarpackie;371
09.05.2020;Podlaskie;197
09.05.2020;Pomorskie;1293
09.05.2020;Śląskie;1684
09.05.2020;Świętokrzyskie;322
09.05.2020;Warmińsko-Mazurskie;484
09.05.2020;Wielkopolskie;2954
09.05.2020;Zachodniopomorskie;500
10.05.2020;Dolnośląskie;1051
10.05.2020;Kujawsko-Pomorskie;358
10.05.2020;Lubelskie;694
10.05.2020;Lubuskie;146
10.05.2020;Łódzkie;273
10.05.2020;Małopolskie;1513
10.05.2020;Mazowieckie;2610
10.05.2020;Opolskie;126
10.05.2020;Podkarpackie;219
10.05.2020;Podlaskie;190
10.05.2020;Pomorskie;738
10.05.2020;Śląskie;1515
10.05.2020;Świętokrzyskie;276
10.05.2020;Warmińsko-Mazurskie;181
10.05.2020;Wielkopolskie;2179
10.05.2020;Zachodniopomorskie;334
11.05.2020;Dolnośląskie;796
11.05.2020;Kujawsko-Pomorskie;301
11.05.2020;Lubelskie;681
11.05.2020;Lubuskie;161
11.05.2020;Łódzkie;636
11.05.2020;Małopolskie;1467
11.05.2020;Mazowieckie;3528
11.05.2020;Opolskie;100
11.05.2020;Podkarpackie;322
11.05.2020;Podlaskie;384
11.05.2020;Pomorskie;1214
11.05.2020;Śląskie;1556
11.05.2020;Świętokrzyskie;326
11.05.2020;Warmińsko-Mazurskie;218
11.05.2020;Wielkopolskie;2847
11.05.2020;Zachodniopomorskie;411
12.05.2020;Dolnośląskie;1838
12.05.2020;Kujawsko-Pomorskie;1476
12.05.2020;Lubelskie;890
12.05.2020;Lubuskie;231
12.05.2020;Łódzkie;891
12.05.2020;Małopolskie;2034
12.05.2020;Mazowieckie;4223
12.05.2020;Opolskie;153
12.05.2020;Podkarpackie;292
12.05.2020;Podlaskie;491
12.05.2020;Pomorskie;1429
12.05.2020;Śląskie;2193
12.05.2020;Świętokrzyskie;442
12.05.2020;Warmińsko-Mazurskie;495
12.05.2020;Wielkopolskie;2935
12.05.2020;Zachodniopomorskie;530
13.05.2020;Dolnośląskie;2072
13.05.2020;Kujawsko-Pomorskie;1661
13.05.2020;Lubelskie;724
13.05.2020;Lubuskie;158
13.05.2020;Łódzkie;1221
13.05.2020;Małopolskie;1684
13.05.2020;Mazowieckie;6257
13.05.2020;Opolskie;100
13.05.2020;Podkarpackie;455
13.05.2020;Podlaskie;382
13.05.2020;Pomorskie;1170
13.05.2020;Śląskie;2023
13.05.2020;Świętokrzyskie;516
13.05.2020;Warmińsko-Mazurskie;470
13.05.2020;Wielkopolskie;3449
13.05.2020;Zachodniopomorskie;681
14.05.2020;Dolnośląskie;2006
14.05.2020;Kujawsko-Pomorskie;297
14.05.2020;Lubelskie;869
14.05.2020;Lubuskie;388
14.05.2020;Łódzkie;756
14.05.2020;Małopolskie;1786
14.05.2020;Mazowieckie;5104
14.05.2020;Opolskie;150
14.05.2020;Podkarpackie;332
14.05.2020;Podlaskie;369
14.05.2020;Pomorskie;1289
14.05.2020;Śląskie;1856
14.05.2020;Świętokrzyskie;546
14.05.2020;Warmińsko-Mazurskie;516
14.05.2020;Wielkopolskie;2814
14.05.2020;Zachodniopomorskie;633
15.05.2020;Dolnośląskie;2333
15.05.2020;Kujawsko-Pomorskie;1743
15.05.2020;Lubelskie;858
15.05.2020;Lubuskie;245
15.05.2020;Łódzkie;773
15.05.2020;Małopolskie;1954
15.05.2020;Mazowieckie;6313
15.05.2020;Opolskie;125
15.05.2020;Podkarpackie;395
15.05.2020;Podlaskie;409
15.05.2020;Pomorskie;1389
15.05.2020;Śląskie;1795
15.05.2020;Świętokrzyskie;629
15.05.2020;Warmińsko-Mazurskie;519
15.05.2020;Wielkopolskie;3888
15.05.2020;Zachodniopomorskie;537
16.05.2020;Dolnośląskie;1750
16.05.2020;Kujawsko-Pomorskie;1295
16.05.2020;Lubelskie;1032
16.05.2020;Lubuskie;304
16.05.2020;Łódzkie;964
16.05.2020;Małopolskie;1979
16.05.2020;Mazowieckie;5781
16.05.2020;Opolskie;125
16.05.2020;Podkarpackie;396
16.05.2020;Podlaskie;316
16.05.2020;Pomorskie;1226
16.05.2020;Śląskie;2196
16.05.2020;Świętokrzyskie;555
16.05.2020;Warmińsko-Mazurskie;415
16.05.2020;Wielkopolskie;3275
16.05.2020;Zachodniopomorskie;537
17.05.2020;Dolnośląskie;888
17.05.2020;Kujawsko-Pomorskie;1482
17.05.2020;Lubelskie;530
17.05.2020;Lubuskie;239
17.05.2020;Łódzkie;294
17.05.2020;Małopolskie;1304
17.05.2020;Mazowieckie;1404
17.05.2020;Opolskie;100
17.05.2020;Podkarpackie;74
17.05.2020;Podlaskie;200
17.05.2020;Pomorskie;906
17.05.2020;Śląskie;1689
17.05.2020;Świętokrzyskie;329
17.05.2020;Warmińsko-Mazurskie;212
17.05.2020;Wielkopolskie;2900
17.05.2020;Zachodniopomorskie;317
18.05.2020;Dolnośląskie;1184
18.05.2020;Kujawsko-Pomorskie;1914
18.05.2020;Lubelskie;650
18.05.2020;Lubuskie;244
18.05.2020;Łódzkie;577
18.05.2020;Małopolskie;1541
18.05.2020;Mazowieckie;3942
18.05.2020;Opolskie;56
18.05.2020;Podkarpackie;160
18.05.2020;Podlaskie;368
18.05.2020;Pomorskie;976
18.05.2020;Śląskie;1661
18.05.2020;Świętokrzyskie;362
18.05.2020;Warmińsko-Mazurskie;289
18.05.2020;Wielkopolskie;2004
18.05.2020;Zachodniopomorskie;440
19.05.2020;Dolnośląskie;2073
19.05.2020;Kujawsko-Pomorskie;1816
19.05.2020;Lubelskie;471
19.05.2020;Lubuskie;223
19.05.2020;Łódzkie;1109
19.05.2020;Małopolskie;1939
19.05.2020;Mazowieckie;4444
19.05.2020;Opolskie;61
19.05.2020;Podkarpackie;330
19.05.2020;Podlaskie;361
19.05.2020;Pomorskie;1198
19.05.2020;Śląskie;2305
19.05.2020;Świętokrzyskie;481
19.05.2020;Warmińsko-Mazurskie;639
19.05.2020;Wielkopolskie;2908
19.05.2020;Zachodniopomorskie;506
20.05.2020;Dolnośląskie;1795
20.05.2020;Kujawsko-Pomorskie;1669
20.05.2020;Lubelskie;1189
20.05.2020;Lubuskie;210
20.05.2020;Łódzkie;812
20.05.2020;Małopolskie;2127
20.05.2020;Mazowieckie;5722
20.05.2020;Opolskie;176
20.05.2020;Podkarpackie;254
20.05.2020;Podlaskie;320
20.05.2020;Pomorskie;1450
20.05.2020;Śląskie;2729
20.05.2020;Świętokrzyskie;862
20.05.2020;Warmińsko-Mazurskie;785
20.05.2020;Wielkopolskie;2688
20.05.2020;Zachodniopomorskie;677
21.05.2020;Dolnośląskie;1671
21.05.2020;Kujawsko-Pomorskie;1849
21.05.2020;Lubelskie;759
21.05.2020;Lubuskie;247
21.05.2020;Łódzkie;902
21.05.2020;Małopolskie;2578
21.05.2020;Mazowieckie;4732
21.05.2020;Opolskie;125
21.05.2020;Podkarpackie;321
21.05.2020;Podlaskie;382
21.05.2020;Pomorskie;1345
21.05.2020;Śląskie;2198
21.05.2020;Świętokrzyskie;346
21.05.2020;Warmińsko-Mazurskie;572
21.05.2020;Wielkopolskie;3235
21.05.2020;Zachodniopomorskie;555
22.05.2020;Dolnośląskie;2495
22.05.2020;Kujawsko-Pomorskie;1684
22.05.2020;Lubelskie;707
22.05.2020;Lubuskie;463
22.05.2020;Łódzkie;701
22.05.2020;Małopolskie;2231
22.05.2020;Mazowieckie;7686
22.05.2020;Opolskie;69
22.05.2020;Podkarpackie;467
22.05.2020;Podlaskie;387
22.05.2020;Pomorskie;1292
22.05.2020;Śląskie;2539
22.05.2020;Świętokrzyskie;858
22.05.2020;Warmińsko-Mazurskie;488
22.05.2020;Wielkopolskie;3828
22.05.2020;Zachodniopomorskie;616
23.05.2020;Dolnośląskie;1771
23.05.2020;Kujawsko-Pomorskie;1193
23.05.2020;Lubelskie;740
23.05.2020;Lubuskie;245
23.05.2020;Łódzkie;808
23.05.2020;Małopolskie;1933
23.05.2020;Mazowieckie;4963
23.05.2020;Opolskie;169
23.05.2020;Podkarpackie;236
23.05.2020;Podlaskie;292
23.05.2020;Pomorskie;1243
23.05.2020;Śląskie;2083
23.05.2020;Świętokrzyskie;249
23.05.2020;Warmińsko-Mazurskie;534
23.05.2020;Wielkopolskie;3815
23.05.2020;Zachodniopomorskie;461
24.05.2020;Dolnośląskie;1673
24.05.2020;Kujawsko-Pomorskie;1410
24.05.2020;Lubelskie;645
24.05.2020;Lubuskie;262
24.05.2020;Łódzkie;283
24.05.2020;Małopolskie;1702
24.05.2020;Mazowieckie;3034
24.05.2020;Opolskie;103
24.05.2020;Podkarpackie;293
24.05.2020;Podlaskie;184
24.05.2020;Pomorskie;724
24.05.2020;Śląskie;2116
24.05.2020;Świętokrzyskie;294
24.05.2020;Warmińsko-Mazurskie;294
24.05.2020;Wielkopolskie;2395
24.05.2020;Zachodniopomorskie;291
25.05.2020;Dolnośląskie;760
25.05.2020;Kujawsko-Pomorskie;1788
25.05.2020;Lubelskie;577
25.05.2020;Lubuskie;268
25.05.2020;Łódzkie;855
25.05.2020;Małopolskie;905
25.05.2020;Mazowieckie;2300
25.05.2020;Opolskie;46
25.05.2020;Podkarpackie;140
25.05.2020;Podlaskie;328
25.05.2020;Pomorskie;865
25.05.2020;Śląskie;1594
25.05.2020;Świętokrzyskie;619
25.05.2020;Warmińsko-Mazurskie;370
25.05.2020;Wielkopolskie;2889
25.05.2020;Zachodniopomorskie;467
26.05.2020;Dolnośląskie;1935
26.05.2020;Kujawsko-Pomorskie;1771
26.05.2020;Lubelskie;649
26.05.2020;Lubuskie;233
26.05.2020;Łódzkie;766
26.05.2020;Małopolskie;1962
26.05.2020;Mazowieckie;5285
26.05.2020;Opolskie;163
26.05.2020;Podkarpackie;307
26.05.2020;Podlaskie;441
26.05.2020;Pomorskie;1507
26.05.2020;Śląskie;2623
26.05.2020;Świętokrzyskie;618
26.05.2020;Warmińsko-Mazurskie;475
26.05.2020;Wielkopolskie;3032
26.05.2020;Zachodniopomorskie;693
27.05.2020;Dolnośląskie;2014
27.05.2020;Kujawsko-Pomorskie;1588
27.05.2020;Lubelskie;1325
27.05.2020;Lubuskie;226
27.05.2020;Łódzkie;867
27.05.2020;Małopolskie;2101
27.05.2020;Mazowieckie;5520
27.05.2020;Opolskie;176
27.05.2020;Podkarpackie;125
27.05.2020;Podlaskie;482
27.05.2020;Pomorskie;1590
27.05.2020;Śląskie;2344
27.05.2020;Świętokrzyskie;540
27.05.2020;Warmińsko-Mazurskie;614
27.05.2020;Wielkopolskie;2180
27.05.2020;Zachodniopomorskie;962
28.05.2020;Dolnośląskie;1504
28.05.2020;Kujawsko-Pomorskie;1247
28.05.2020;Lubelskie;932
28.05.2020;Lubuskie;279
28.05.2020;Łódzkie;878
28.05.2020;Małopolskie;2203
28.05.2020;Mazowieckie;5680
28.05.2020;Opolskie;136
28.05.2020;Podkarpackie;349
28.05.2020;Podlaskie;418
28.05.2020;Pomorskie;1210
28.05.2020;Śląskie;2158
28.05.2020;Świętokrzyskie;268
28.05.2020;Warmińsko-Mazurskie;448
28.05.2020;Wielkopolskie;1829
28.05.2020;Zachodniopomorskie;1047
29.05.2020;Dolnośląskie;2237
29.05.2020;Kujawsko-Pomorskie;1184
29.05.2020;Lubelskie;910
29.05.2020;Lubuskie;284
29.05.2020;Łódzkie;813
29.05.2020;Małopolskie;1950
29.05.2020;Mazowieckie;4950
29.05.2020;Opolskie;153
29.05.2020;Podkarpackie;360
29.05.2020;Podlaskie;718
29.05.2020;Pomorskie;1315
29.05.2020;Śląskie;3298
29.05.2020;Świętokrzyskie;730
29.05.2020;Warmińsko-Mazurskie;557
29.05.2020;Wielkopolskie;3311
29.05.2020;Zachodniopomorskie;771
30.05.2020;Dolnośląskie;1461
30.05.2020;Kujawsko-Pomorskie;956
30.05.2020;Lubelskie;882
30.05.2020;Lubuskie;221
30.05.2020;Łódzkie;508
30.05.2020;Małopolskie;2364
30.05.2020;Mazowieckie;5963
30.05.2020;Opolskie;136
30.05.2020;Podkarpackie;249
30.05.2020;Podlaskie;260
30.05.2020;Pomorskie;1157
30.05.2020;Śląskie;1943
30.05.2020;Świętokrzyskie;486
30.05.2020;Warmińsko-Mazurskie;466
30.05.2020;Wielkopolskie;1490
30.05.2020;Zachodniopomorskie;793
31.05.2020;Dolnośląskie;1533
31.05.2020;Kujawsko-Pomorskie;358
31.05.2020;Lubelskie;331
31.05.2020;Lubuskie;257
31.05.2020;Łódzkie;109
31.05.2020;Małopolskie;1766
31.05.2020;Mazowieckie;2986
31.05.2020;Opolskie;122
31.05.2020;Podkarpackie;147
31.05.2020;Podlaskie;235
31.05.2020;Pomorskie;1008
31.05.2020;Śląskie;1885
31.05.2020;Świętokrzyskie;226
31.05.2020;Warmińsko-Mazurskie;228
31.05.2020;Wielkopolskie;2450
31.05.2020;Zachodniopomorskie;315
01.06.2020;Dolnośląskie;1560
01.06.2020;Kujawsko-Pomorskie;554
01.06.2020;Lubelskie;853
01.06.2020;Lubuskie;274
01.06.2020;Łódzkie;590
01.06.2020;Małopolskie;669
01.06.2020;Mazowieckie;2818
01.06.2020;Opolskie;188
01.06.2020;Podkarpackie;338
01.06.2020;Podlaskie;585
01.06.2020;Pomorskie;566
01.06.2020;Śląskie;1802
01.06.2020;Świętokrzyskie;642
01.06.2020;Warmińsko-Mazurskie;197
01.06.2020;Wielkopolskie;1237
01.06.2020;Zachodniopomorskie;329
02.06.2020;Dolnośląskie;1541
02.06.2020;Kujawsko-Pomorskie;1219
02.06.2020;Lubelskie;921
02.06.2020;Lubuskie;272
02.06.2020;Łódzkie;1003
02.06.2020;Małopolskie;1347
02.06.2020;Mazowieckie;4682
02.06.2020;Opolskie;157
02.06.2020;Podkarpackie;315
02.06.2020;Podlaskie;699
02.06.2020;Pomorskie;1348
02.06.2020;Śląskie;2505
02.06.2020;Świętokrzyskie;557
02.06.2020;Warmińsko-Mazurskie;466
02.06.2020;Wielkopolskie;1470
02.06.2020;Zachodniopomorskie;673
03.06.2020;Dolnośląskie;1860
03.06.2020;Kujawsko-Pomorskie;862
03.06.2020;Lubelskie;793
03.06.2020;Lubuskie;239
03.06.2020;Łódzkie;1120
03.06.2020;Małopolskie;1823
03.06.2020;Mazowieckie;6198
03.06.2020;Opolskie;164
03.06.2020;Podkarpackie;293
03.06.2020;Podlaskie;605
03.06.2020;Pomorskie;1222
03.06.2020;Śląskie;2010
03.06.2020;Świętokrzyskie;553
03.06.2020;Warmińsko-Mazurskie;512
03.06.2020;Wielkopolskie;2792
03.06.2020;Zachodniopomorskie;893
04.06.2020;Dolnośląskie;2132
04.06.2020;Kujawsko-Pomorskie;834
04.06.2020;Lubelskie;1013
04.06.2020;Lubuskie;299
04.06.2020;Łódzkie;1338
04.06.2020;Małopolskie;1184
04.06.2020;Mazowieckie;5146
04.06.2020;Opolskie;138
04.06.2020;Podkarpackie;367
04.06.2020;Podlaskie;514
04.06.2020;Pomorskie;1235
04.06.2020;Śląskie;2627
04.06.2020;Świętokrzyskie;456
04.06.2020;Warmińsko-Mazurskie;324
04.06.2020;Wielkopolskie;2218
04.06.2020;Zachodniopomorskie;650
05.06.2020;Dolnośląskie;2156
05.06.2020;Kujawsko-Pomorskie;851
05.06.2020;Lubelskie;764
05.06.2020;Lubuskie;310
05.06.2020;Łódzkie;1389
05.06.2020;Małopolskie;1346
05.06.2020;Mazowieckie;5995
05.06.2020;Opolskie;183
05.06.2020;Podkarpackie;183
05.06.2020;Podlaskie;588
05.06.2020;Pomorskie;1424
05.06.2020;Śląskie;2768
05.06.2020;Świętokrzyskie;1052
05.06.2020;Warmińsko-Mazurskie;508
05.06.2020;Wielkopolskie;1905
05.06.2020;Zachodniopomorskie;645
06.06.2020;Dolnośląskie;1324
06.06.2020;Kujawsko-Pomorskie;516
06.06.2020;Lubelskie;601
06.06.2020;Lubuskie;242
06.06.2020;Łódzkie;1002
06.06.2020;Małopolskie;1349
06.06.2020;Mazowieckie;4175
06.06.2020;Opolskie;200
06.06.2020;Podkarpackie;228
06.06.2020;Podlaskie;337
06.06.2020;Pomorskie;2350
06.06.2020;Śląskie;2433
06.06.2020;Świętokrzyskie;351
06.06.2020;Warmińsko-Mazurskie;381
06.06.2020;Wielkopolskie;906
06.06.2020;Zachodniopomorskie;744
07.06.2020;Dolnośląskie;1130
07.06.2020;Kujawsko-Pomorskie;387
07.06.2020;Lubelskie;495
07.06.2020;Lubuskie;149
07.06.2020;Łódzkie;1020
07.06.2020;Małopolskie;1314
07.06.2020;Mazowieckie;3227
07.06.2020;Opolskie;187
07.06.2020;Podkarpackie;152
07.06.2020;Podlaskie;271
07.06.2020;Pomorskie;3839
07.06.2020;Śląskie;2086
07.06.2020;Świętokrzyskie;645
07.06.2020;Warmińsko-Mazurskie;195
07.06.2020;Wielkopolskie;115
07.06.2020;Zachodniopomorskie;313
08.06.2020;Dolnośląskie;1126
08.06.2020;Kujawsko-Pomorskie;713
08.06.2020;Lubelskie;438
08.06.2020;Lubuskie;229
08.06.2020;Łódzkie;1032
08.06.2020;Małopolskie;1178
08.06.2020;Mazowieckie;3250
08.06.2020;Opolskie;170
08.06.2020;Podkarpackie;101
08.06.2020;Podlaskie;507
08.06.2020;Pomorskie;650
08.06.2020;Śląskie;2035
08.06.2020;Świętokrzyskie;910
08.06.2020;Warmińsko-Mazurskie;201
08.06.2020;Wielkopolskie;931
08.06.2020;Zachodniopomorskie;481
09.06.2020;Dolnośląskie;1359
09.06.2020;Kujawsko-Pomorskie;751
09.06.2020;Lubelskie;797
09.06.2020;Lubuskie;282
09.06.2020;Łódzkie;1513
09.06.2020;Małopolskie;1229
09.06.2020;Mazowieckie;5036
09.06.2020;Opolskie;250
09.06.2020;Podkarpackie;275
09.06.2020;Podlaskie;669
09.06.2020;Pomorskie;1217
09.06.2020;Śląskie;2450
09.06.2020;Świętokrzyskie;552
09.06.2020;Warmińsko-Mazurskie;511
09.06.2020;Wielkopolskie;2021
09.06.2020;Zachodniopomorskie;988
10.06.2020;Dolnośląskie;1282
10.06.2020;Kujawsko-Pomorskie;795
10.06.2020;Lubelskie;633
10.06.2020;Lubuskie;257
10.06.2020;Łódzkie;1773
10.06.2020;Małopolskie;1335
10.06.2020;Mazowieckie;6541
10.06.2020;Opolskie;136
10.06.2020;Podkarpackie;403
10.06.2020;Podlaskie;556
10.06.2020;Pomorskie;757
10.06.2020;Śląskie;2748
10.06.2020;Świętokrzyskie;495
10.06.2020;Warmińsko-Mazurskie;346
10.06.2020;Wielkopolskie;2373
10.06.2020;Zachodniopomorskie;779
11.06.2020;Dolnośląskie;1510
11.06.2020;Kujawsko-Pomorskie;554
11.06.2020;Lubelskie;440
11.06.2020;Lubuskie;231
11.06.2020;Łódzkie;1290
11.06.2020;Małopolskie;1579
11.06.2020;Mazowieckie;4712
11.06.2020;Opolskie;197
11.06.2020;Podkarpackie;309
11.06.2020;Podlaskie;413
11.06.2020;Pomorskie;1911
11.06.2020;Śląskie;1219
11.06.2020;Świętokrzyskie;516
11.06.2020;Warmińsko-Mazurskie;241
11.06.2020;Wielkopolskie;1414
11.06.2020;Zachodniopomorskie;600
12.06.2020;Dolnośląskie;1341
12.06.2020;Kujawsko-Pomorskie;711
12.06.2020;Lubelskie;515
12.06.2020;Lubuskie;160
12.06.2020;Łódzkie;1166
12.06.2020;Małopolskie;864
12.06.2020;Mazowieckie;4267
12.06.2020;Opolskie;129
12.06.2020;Podkarpackie;267
12.06.2020;Podlaskie;586
